"Package","Version","LibPath","Depends","Imports","LinkingTo","Remotes","GithubRepo","GithubUsername","GithubRef","GithubSHA1","GithubSubFolder","Repository","GitSubFolder"
"ggspatial","1.1.9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","sf, ggplot2 (>= 3.0.0), rosm (>= 0.2), abind, methods, tibble, scales, tidyr, rlang, grid, glue","","",NA,NA,NA,NA,NA,"CRAN",NA
"gh","1.4.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.0.1), gitcreds, httr2, ini, jsonlite, rlang (>=        1.0.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"gitcreds","0.1.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"glmm","1.4.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","trust, mvtnorm, Matrix, parallel, doParallel","stats, foreach, itertools, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"glmmTMB","1.1.8","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods, TMB (>= 1.9.0), lme4 (>= 1.1-18.9000), Matrix, nlme, numDeriv, mgcv","","",NA,NA,NA,NA,NA,"CRAN",NA
"glmnet","4.1-8","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","Matrix (>= 1.0-6)","methods, utils, foreach, shape, survival, Rcpp","","",NA,NA,NA,NA,NA,"RSPM",NA
"globals","0.16.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","codetools","","",NA,NA,NA,NA,NA,"CRAN",NA
"glue","1.6.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods","","",NA,NA,NA,NA,NA,"CRAN",NA
"goftest","1.2-3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats","","",NA,NA,NA,NA,NA,"RSPM",NA
"googledrive","2.1.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.0.0), gargle (>= 1.5.0), glue (>= 1.4.2), httr, jsonlite, lifecycle, magrittr, pillar (>= 1.9.0), purrr (>=        1.0.1), rlang (>= 1.0.2), tibble (>= 2.0.0), utils, uuid, vctrs        (>= 0.3.0), withr","","",NA,NA,NA,NA,NA,"CRAN",NA
"gridBase","0.4-7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","graphics, grid","","",NA,NA,NA,NA,NA,"RSPM",NA
"gridExtra","2.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","gtable, grid, grDevices, graphics, utils","","",NA,NA,NA,NA,NA,"RSPM",NA
"gridGraphics","0.5-1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","grid, graphics","grDevices","","",NA,NA,NA,NA,NA,"RSPM",NA
"gsubfn","0.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","proto","","","",NA,NA,NA,NA,NA,"RSPM",NA
"gtable","0.3.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli, glue, grid, lifecycle, rlang (>= 1.1.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"here","1.0.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","rprojroot (>= 2.0.2)","","",NA,NA,NA,NA,NA,"RSPM",NA
"hexbin","1.28.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","lattice, grid, graphics, grDevices, stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"hexSticker","0.4.9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","ggimage, ggplot2, grDevices, hexbin, showtext, stats, sysfonts","","",NA,NA,NA,NA,NA,"RSPM",NA
"highr","0.10","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","xfun (>= 0.18)","","",NA,NA,NA,NA,NA,"CRAN",NA
"hms","1.1.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","lifecycle, methods, pkgconfig, rlang (>= 1.0.2), vctrs (>=        0.3.8)","","",NA,NA,NA,NA,NA,"CRAN",NA
"htmltools","0.5.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","base64enc, digest, ellipsis, fastmap (>= 1.1.0), grDevices, rlang (>= 1.0.0), utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"htmlwidgets","1.6.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","grDevices, htmltools (>= 0.5.4), jsonlite (>= 0.9.16), yaml, knitr (>= 1.8), rmarkdown","","",NA,NA,NA,NA,NA,"CRAN",NA
"httpuv","1.6.15","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","later (>= 0.8.0), promises, R6, Rcpp (>= 1.0.7), utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"httr","1.4.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","curl (>= 5.0.2), jsonlite, mime, openssl (>= 0.8), R6","","",NA,NA,NA,NA,NA,"CRAN",NA
"httr2","0.2.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.0.0), curl, glue, magrittr, openssl, R6, rappdirs, rlang (>= 1.0.0), withr","","",NA,NA,NA,NA,NA,"CRAN",NA
"hunspell","3.0.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp, digest","","",NA,NA,NA,NA,NA,"CRAN",NA
"igraph","1.5.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","cli, graphics, grDevices, lifecycle, magrittr, Matrix, pkgconfig (>= 2.0.0), rlang, stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"ini","0.3.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"insight","0.19.6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods, stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"interp","1.1-4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.12.9), deldir","","",NA,NA,NA,NA,NA,"CRAN",NA
"isoband","0.2.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","grid, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"iterators","1.0.14","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","utils","","","",NA,NA,NA,NA,NA,"CRAN",NA
"itertools","0.1-3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","iterators(>= 1.0.0)","parallel","","",NA,NA,NA,NA,NA,"CRAN",NA
"jpeg","0.1-10","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"jquerylib","0.1.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","htmltools","","",NA,NA,NA,NA,NA,"CRAN",NA
"jsonify","1.2.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.12.18)","","",NA,NA,NA,NA,NA,"RSPM",NA
"jsonlite","1.8.8","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","","","",NA,NA,NA,NA,NA,"CRAN",NA
"keyring","1.3.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","assertthat, askpass, openssl, R6, utils, sodium, yaml, filelock, rappdirs, tools","","",NA,NA,NA,NA,NA,"CRAN",NA
"knitr","1.44","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","evaluate (>= 0.15), highr, methods, tools, xfun (>= 0.39), yaml (>= 2.1.19)","","",NA,NA,NA,NA,NA,"CRAN",NA
"knn","1.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"kSamples","1.2-10","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","SuppDists","methods, graphics, stats","","",NA,NA,NA,NA,NA,"CRAN",NA
"labeling","0.4.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, graphics","","",NA,NA,NA,NA,NA,"RSPM",NA
"later","1.3.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.12.9), rlang","","",NA,NA,NA,NA,NA,"CRAN",NA
"latticeExtra","0.6-30","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","lattice","grid, stats, utils, grDevices, png, jpeg, RColorBrewer, interp, MASS","","",NA,NA,NA,NA,NA,"CRAN",NA
"lazyeval","0.2.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"leafem","0.2.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","base64enc, geojsonsf, htmltools (>= 0.3), htmlwidgets, leaflet        (>= 2.0.1), methods, raster, sf, png","","",NA,NA,NA,NA,NA,"RSPM",NA
"leaflet","2.2.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","crosstalk, htmltools, htmlwidgets (>= 1.5.4), jquerylib, leaflet.providers (>= 2.0.0), magrittr, methods, png, raster        (>= 3.6.3), RColorBrewer, scales (>= 1.0.0), sp, stats, viridisLite, xfun","","",NA,NA,NA,NA,NA,"RSPM",NA
"leaflet.providers","2.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","htmltools","","",NA,NA,NA,NA,NA,"RSPM",NA
"leafpop","0.1.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","base64enc, brew, htmltools, htmlwidgets, sf, svglite, uuid","","",NA,NA,NA,NA,NA,"RSPM",NA
"leafsync","0.1.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","htmltools (>= 0.3), htmlwidgets, leaflet (>= 2.0.1)","","",NA,NA,NA,NA,NA,"RSPM",NA
"LearnBayes","2.15.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"lifecycle","1.0.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.4.0), glue, rlang (>= 1.1.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"listenv","0.9.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"lme4","1.1-35.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","Matrix (>= 1.2-1), methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot, nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4)","","",NA,NA,NA,NA,NA,"CRAN",NA
"lobstr","1.1.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","crayon, methods, prettyunits, rlang (>= 1.0.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"logging","0.10-108","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods","","",NA,NA,NA,NA,NA,"CRAN",NA
"lpSolve","5.6.19","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"lubridate","1.9.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","generics, timechange (>= 0.1.1)","","",NA,NA,NA,NA,NA,"CRAN",NA
"lwgeom","0.2-14","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp, units, sf (>= 1.0-15)","","",NA,NA,NA,NA,NA,"RSPM",NA
"magick","2.8.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.12.12), magrittr, curl","","",NA,NA,NA,NA,NA,"CRAN",NA
"magrittr","2.0.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"maps","3.4.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","graphics, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"maptools","1.1-8","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","sp (>= 1.0-11)","foreign (>= 0.8), methods, grid, lattice, stats, utils, grDevices","","",NA,NA,NA,NA,NA,"CRAN",NA
"mapview","2.11.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","base64enc, htmltools, htmlwidgets, lattice, leafem, leaflet        (>= 2.0.0), leafpop, png, raster (>= 3.6.3), satellite, scales        (>= 0.2.5), servr, sf, sp","","",NA,NA,NA,NA,NA,"RSPM",NA
"markdown","1.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","utils, commonmark (>= 1.9.0), xfun (>= 0.38)","","",NA,NA,NA,NA,NA,"CRAN",NA
"MatrixModels","0.5-3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, methods, Matrix (>= 1.6-0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"matrixStats","1.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"maxnet","0.1.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","glmnet","","",NA,NA,NA,NA,NA,"RSPM",NA
"mclust","6.0.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, utils, graphics, grDevices","","",NA,NA,NA,NA,NA,"CRAN",NA
"mda","0.5-4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","stats, class","","","",NA,NA,NA,NA,NA,"RSPM",NA
"memoise","2.0.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","rlang (>= 0.4.10), cachem","","",NA,NA,NA,NA,NA,"CRAN",NA
"microbenchmark","1.4.10","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","graphics, stats","","",NA,NA,NA,NA,NA,"CRAN",NA
"mime","0.12","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","tools","","",NA,NA,NA,NA,NA,"CRAN",NA
"miniUI","0.1.1.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","shiny (>= 0.13), htmltools (>= 0.3), utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"minqa","1.2.6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.9.10)","","",NA,NA,NA,NA,NA,"CRAN",NA
"modelr","0.1.11","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","broom, magrittr, purrr (>= 0.2.2), rlang (>= 1.0.6), tibble, tidyr (>= 0.8.0), tidyselect, vctrs","","",NA,NA,NA,NA,NA,"CRAN",NA
"MuMIn","1.47.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","graphics, methods, Matrix, stats, stats4, nlme, insight","","",NA,NA,NA,NA,NA,"CRAN",NA
"munsell","0.5.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","colorspace, methods","","",NA,NA,NA,NA,NA,"CRAN",NA
"mvtnorm","1.2-3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats","","",NA,NA,NA,NA,NA,"CRAN",NA
"NetLogoR","1.0.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","data.table, grDevices, methods, quickPlot (>= 1.0.2), stats, terra, utils","","",NA,NA,NA,NA,NA,"RSPM",NA
"NLMR","1.1.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","checkmate, dplyr, fasterize, raster, Rcpp, sf, spatstat.random, spatstat.geom, stats, tibble","","",NA,NA,NA,NA,NA,"https://predictiveecology.r-universe.dev",NA
"nloptr","2.0.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"nortest","1.0-4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats","","",NA,NA,NA,NA,NA,"CRAN",NA
"numDeriv","2016.8-1.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"odbc","1.3.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","bit64, blob (>= 1.2.0), DBI (>= 1.0.0), hms, methods, Rcpp (>=        0.12.11), rlang (>= 0.2.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"openssl","2.1.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","askpass","","",NA,NA,NA,NA,NA,"CRAN",NA
"pak","0.5.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","tools, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"parallelly","1.36.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","parallel, tools, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"patchwork","1.1.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils, graphics, rlang, cli","","",NA,NA,NA,NA,NA,"CRAN",NA
"pbapply","1.7-0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","parallel","","",NA,NA,NA,NA,NA,"CRAN",NA
"pbkrtest","0.5.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","lme4 (>= 1.1.31)","broom, dplyr, MASS, Matrix (>= 1.2.3), methods, numDeriv, parallel","","",NA,NA,NA,NA,NA,"CRAN",NA
"pillar","1.9.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 2.3.0), fansi, glue, lifecycle, rlang (>= 1.0.2), utf8        (>= 1.1.0), utils, vctrs (>= 0.5.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"pkgbuild","1.4.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","callr (>= 3.2.0), cli (>= 3.4.0), crayon, desc, prettyunits, processx, R6, rprojroot","","",NA,NA,NA,NA,NA,"CRAN",NA
"pkgconfig","2.0.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"pkgdown","2.0.7","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","bslib (>= 0.3.1), callr (>= 3.7.3), cli, desc, digest, downlit        (>= 0.4.0), fs (>= 1.4.0), httr (>= 1.4.2), jsonlite, magrittr, memoise, purrr, ragg, rlang (>= 1.0.0), rmarkdown (>=        1.1.9007), tibble, whisker, withr (>= 2.4.3), xml2 (>= 1.3.1), yaml","","",NA,NA,NA,NA,NA,"CRAN",NA
"pkgload","1.3.3","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.3.0), crayon, desc, fs, glue, methods, pkgbuild, rlang (>= 1.1.1), rprojroot, utils, withr (>= 2.4.3)","","",NA,NA,NA,NA,NA,"CRAN",NA
"plogr","0.2.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"plotmo","3.6.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","Formula (>= 1.2-3), plotrix, TeachingDemos","","","",NA,NA,NA,NA,NA,"CRAN",NA
"plotrix","3.8-2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","grDevices, graphics, stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"plyr","1.8.9","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp (>= 0.11.0)","","",NA,NA,NA,NA,NA,"CRAN",NA
"png","0.1-8","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"polyclip","1.10-6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"polynom","1.4-1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, graphics","","",NA,NA,NA,NA,NA,"CRAN",NA
"pool","1.0.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","methods","DBI, later (>= 1.0.0), R6, rlang (>= 1.0.0), withr","","",NA,NA,NA,NA,NA,"CRAN",NA
"praise","1.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"PresenceAbsence","1.1.11","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"prettymapr","0.2.4","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","digest, rjson, httr, plyr","","",NA,NA,NA,NA,NA,"CRAN",NA
"prettyunits","1.2.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"CRAN",NA
"pROC","1.18.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","methods, plyr, Rcpp (>= 0.11.1)","","",NA,NA,NA,NA,NA,"CRAN",NA
"processx","3.8.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","ps (>= 1.2.0), R6, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"profvis","0.3.8","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","htmlwidgets (>= 0.3.2), purrr, rlang (>= 0.4.9), stringr, vctrs","","",NA,NA,NA,NA,NA,"CRAN",NA
"progress","1.2.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","hms, prettyunits, R6, crayon","","",NA,NA,NA,NA,NA,"CRAN",NA
"promises","1.2.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","fastmap (>= 1.1.0), later, magrittr (>= 1.5), R6, Rcpp, rlang, stats","","",NA,NA,NA,NA,NA,"CRAN",NA
"proto","1.0.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","","","",NA,NA,NA,NA,NA,"RSPM",NA
"proxy","0.4-27","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"pryr","0.1.6","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","codetools, lobstr, methods, Rcpp (>= 0.11.0), stringr","","",NA,NA,NA,NA,NA,"CRAN",NA
"ps","1.7.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"pscl","1.5.5.1","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","MASS, datasets, grDevices, graphics, stats, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"purrr","1.0.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","cli (>= 3.6.1), lifecycle (>= 1.0.3), magrittr (>= 1.5.0), rlang (>= 1.1.1), vctrs (>= 0.6.3)","","",NA,NA,NA,NA,NA,"CRAN",NA
"qs","0.25.5","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","Rcpp, RApiSerialize (>= 0.1.1), stringfish (>= 0.15.1)","","",NA,NA,NA,NA,NA,"CRAN",NA
"quantreg","5.97","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS","","",NA,NA,NA,NA,NA,"CRAN",NA
"quickPlot","1.0.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","data.table (>= 1.10.4), fpCompare, grDevices, grid, methods, stats, terra, utils","","",NA,NA,NA,NA,NA,"RSPM",NA
"R.methodsS3","1.8.2","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","","utils","","",NA,NA,NA,NA,NA,"CRAN",NA
"R.oo","1.25.0","C:/Users/emcintir/AppData/Local/Temp/RtmpaaIwDT/Require/tmpdir324859d83fd","R.methodsS3 (>= 1.8.1)","methods, utils","","",NA,NA,NA,NA,NA,"CRAN",NA
